"customer","promoType","promoDescription","startDate","endDate","vlMarketingNum","marketingNum","status","forecast","actual"
"Synnex Canada","BER","Retail Ad","7/29/2012","8/19/2013","R493PP333","540PP250","running","931","1976"
"Ingram Micro","PP","Retail","9/11/2016","9/10/2017","R494COOP972","151COOP711","POP","558","1759"
"Tiger Direct","COOP","Retail Ad","9/30/2012","9/20/2013","R495PP400","996COOP748","accepted","560","273"
"Amazon","PP","Retail Ad 9D","7/1/2013","8/5/2014","R496BER194","840PP698","approved","302","605"
"Best Buy","BER","Retail Ad","5/21/2016","7/15/2017","R496BER909","135BER115","accepted","627","540"
"Sears Holdings","PP","Description","5/13/2014","7/11/2015","R496PP566","920PP769","approved","668","1093"
"Best Buy.com","BER","Description","2/12/2014","6/11/2015","R497COOP918","380BER257","archived","794","320"
"Sears Holdings","PP","Retail","5/29/2016","7/19/2017","R498PP484","452PP309","archived","841","890"
"Synnex Canada","COOP","Retail","12/8/2013","11/9/2014","R49PP690","591PP383","approved","322","1022"
"Best Buy","BER","9D @ $68","1/31/2011","5/20/2012","R4BER370","585COOP121","approved","945","1927"
"Amazon","COOP","9D @ $68","8/11/2016","9/10/2017","R4BER585","996COOP326","POP","913","911"
"Frys Electronics","PP","Retail Ad","7/30/2012","8/20/2013","R4COOP549","774BER768","running","381","1953"
"Tiger Direct","COOP","Retail Ad 9D","4/4/2016","7/7/2017","R502BER762","268PP138","accepted","766","1518"
"Amazon","PP","Description","7/19/2015","8/14/2016","R503BER222","772COOP244","running","945","341"
"Ingram Micro","COOP","Retail Ad 9D","3/29/2013","6/19/2014","R503PP930","426BER212","accepted","610","499"
"Target.com","PP","9D @ $68","9/26/2011","9/18/2012","R504BER780","885BER858","approved","262","461"
"Best Buy","PP","9D @ $68","11/26/2013","10/18/2014","R504BER863","850BER186","POP","555","1216"
"Amazon","PP","9D @ $68","3/24/2014","6/17/2015","R504PP163","408BER318","approved","614","670"
"Amazon","PP","Retail Ad","5/4/2010","7/7/2011","R504PP98","846COOP432","approved","497","1930"
"Sears Holdings/Kmart","PP","9D @ $68","5/2/2010","7/6/2011","R505BER460","494BER571","accepted","719","360"
"Walmart.com","COOP","Retail Ad","10/22/2015","10/16/2016","R506BER474","339PP742","accepted","211","159"
"QVC","COOP","9D @ $68","1/8/2011","5/9/2012","R506PP479","753BER117","accepted","599","1354"
"Tiger Direct","COOP","Retail Ad","6/7/2010","8/8/2011","R507BER146","862BER234","approved","394","203"
"Best Buy","COOP","Retail Ad","7/17/2010","8/13/2011","R507BER947","722BER584","running","719","1314"
"Walmart.com","COOP","Description","7/29/2012","8/19/2013","R507COOP938","850PP693","running","517","1593"
"AAFES","BER","Retail Ad","5/29/2012","7/19/2013","R508BER740","104BER984","approved","838","1290"
"Best Buy.com","BER","Retail Ad 9D","3/14/2016","6/12/2017","R508COOP110","934BER335","running","980","1601"
"Synnex Canada","BER","Retail","2/13/2014","6/11/2015","R508PP241","354PP530","approved","416","198"
"Amazon","PP","Retail Ad","11/25/2015","10/17/2016","R508PP959","628COOP491","approved","905","216"
"Ingram Micro","BER","Retail Ad 9D","6/15/2011","8/12/2012","R50BER951","640COOP779","POP","513","1372"
"Best Buy.com","COOP","Retail Ad 9D","4/30/2014","7/20/2015","R510PP210","311COOP656","archived","850","578"
"AAFES","COOP","Retail Ad 9D","12/2/2012","11/6/2013","R511BER947","389BER92","approved","917","1301"
"Sears Holdings/Kmart","COOP","9D @ $68","5/31/2014","7/20/2015","R511COOP154","468COOP887","accepted","878","720"
"Ingram Micro","BER","Retail Ad 9D","4/4/2014","7/7/2015","R511PP273","606BER588","approved","494","561"
"Sears Holdings/Kmart","PP","Retail","3/31/2012","6/20/2013","R511PP40","39PP182","archived","731","579"
"Walmart.com","COOP","Description","8/4/2015","9/7/2016","R513COOP229","896BER229","running","328","416"
"AAFES","PP","Retail Ad","1/7/2012","5/8/2013","R513COOP704","478PP193","accepted","531","1684"
"Tiger Direct","BER","Description","3/12/2012","6/11/2013","R513PP461","236BER130","POP","825","1095"
"Best Buy.com","PP","Retail","5/7/2015","7/8/2016","R514BER144","238COOP469","approved","953","279"
"Sears Holdings","BER","Retail","9/5/2015","9/7/2016","R515BER93","251COOP671","accepted","921","1034"
"Frys Electronics","PP","Description","6/18/2014","8/14/2015","R516BER24","749BER990","archived","799","1567"
"Bluestem Brands","COOP","9D @ $68","7/28/2012","8/19/2013","R516PP502","261COOP553","accepted","809","636"
"BJs Wholesale Club","COOP","Retail","3/31/2016","6/20/2017","R517BER593","204PP584","accepted","480","1944"
"Sears Holdings","BER","9D @ $68","2/15/2011","6/12/2012","R517PP168","366PP814","archived","997","1929"
"Sears Holdings/Kmart","BER","9D @ $68","9/7/2013","9/8/2014","R518BER439","322COOP958","accepted","983","658"
"Target.com","COOP","Retail Ad","11/18/2015","10/14/2016","R518COOP77","88PP723","accepted","231","1188"
"Sears Holdings/Kmart","PP","Description","12/24/2011","11/17/2012","R519BER292","931BER101","accepted","583","1353"
"Amazon Canada","COOP","Retail","11/11/2014","10/10/2015","R519BER770","678COOP784","approved","947","1635"
"AAFES","PP","Retail Ad 9D","12/14/2012","11/12/2013","R519PP680","162BER190","accepted","725","1694"
"Bluestem Brands","PP","Retail Ad 9D","7/13/2016","8/11/2017","R51BER174","659PP62","accepted","963","146"
"AAFES","BER","Retail Ad","8/25/2012","9/17/2013","R51COOP197","939COOP802","approved","941","500"
"Frys Electronics","PP","Description","3/20/2014","6/15/2015","R51COOP303","191BER154","archived","612","119"
"Target.com","COOP","9D @ $68","8/24/2010","9/17/2011","R51PP218","641COOP562","archived","598","1948"
"BJs Wholesale Club","COOP","Retail Ad 9D","12/6/2016","11/8/2017","R51PP617","871COOP628","running","840","127"
"Sears Holdings","BER","Retail Ad","12/29/2012","11/19/2013","R520BER614","916BER166","accepted","765","2000"
"Walmart.com","COOP","9D @ $68","7/22/2013","8/16/2014","R520COOP210","129BER434","running","948","1819"
"Best Buy.com","PP","9D @ $68","7/28/2014","8/19/2015","R520PP8","392PP101","approved","213","1666"
"PriceSmart","BER","9D @ $68","12/5/2012","11/7/2013","R522BER872","433PP488","approved","743","844"
"Walmart.com","COOP","Retail","10/6/2012","10/8/2013","R522COOP926","302COOP36","approved","518","1973"
"NEXCOM","BER","Retail Ad 9D","5/8/2013","7/9/2014","R524BER115","183COOP754","archived","635","1581"
"Best Buy.com","PP","9D @ $68","2/6/2014","6/8/2015","R524BER169","989BER823","POP","780","808"
"QVC","COOP","Retail Ad","7/30/2014","8/20/2015","R524PP759","500PP190","accepted","329","287"
"PriceSmart","BER","9D @ $68","10/2/2012","10/6/2013","R526COOP133","276COOP219","archived","307","1727"
"HSN Direct International","COOP","Description","1/15/2011","5/12/2012","R527PP162","951BER545","approved","929","1595"
"Sears Holdings","COOP","9D @ $68","11/16/2010","10/13/2011","R529COOP37","693BER816","running","918","450"
"Ingram Micro","BER","Retail Ad","7/14/2013","8/12/2014","R529COOP576","849PP741","POP","605","1901"
"Amazon","COOP","Retail","12/15/2012","11/12/2013","R534COOP650","972PP633","archived","991","1891"
"AAFES","BER","t","10/1/2015","10/31/2015","R535972","","approved","0","0"
"NEXCOM","BER","Retail Ad","9/18/2014","9/14/2015","R535PP411","233BER733","archived","263","1895"
"Bluestem Brands","PP","Retail Ad 9D","1/10/2015","5/10/2016","R536PP269","992PP347","POP","720","1640"
"Best Buy","BER","9D @ $68","5/21/2012","7/15/2013","R536PP455","635BER234","POP","941","1701"
"AAFES","BER","t","10/1/2015","10/31/2015","R53733","","approved","0","0"
"QVC","BER","Retail Ad","8/22/2014","9/16/2015","R537COOP1000","752COOP280","accepted","490","1463"
"PriceSmart","PP","Retail Ad 9D","12/26/2013","11/18/2014","R538BER796","318COOP391","accepted","257","269"
"QVC","PP","9D @ $68","11/19/2014","10/14/2015","R540BER128","937BER902","POP","263","1178"
"Frys Electronics","COOP","Description","5/28/2013","7/19/2014","R545BER578","287PP102","approved","431","591"
"Sears Holdings/Kmart","PP","Retail Ad 9D","2/13/2010","6/11/2011","R545COOP351","151PP215","archived","585","1921"
"NEXCOM","COOP","Description","10/27/2011","10/18/2012","R546PP14","253PP713","running","201","1892"
"AAFES","PP","Retail Ad","5/28/2016","7/19/2017","R547BER756","882PP317","archived","796","829"
"Amazon","PP","Retail","7/15/2014","8/12/2015","R549BER743","476PP787","POP","579","538"
"Bluestem Brands","COOP","9D @ $68","12/28/2016","11/19/2017","R549BER879","855PP121","running","785","1624"
"Kohls","COOP","9D @ $68","9/25/2013","9/17/2014","R54COOP825","17COOP78","approved","326","962"
"QVC","COOP","9D @ $68","11/7/2012","10/8/2013","R551BER437","192BER43","approved","863","1245"
"NEXCOM","BER","9D @ $68","6/13/2016","8/11/2017","R551BER630","103COOP816","running","523","1558"
"Walmart.com","PP","Retail Ad","6/22/2010","8/16/2011","R552COOP179","430COOP994","archived","922","209"
"Frys Electronics","COOP","Retail Ad 9D","1/19/2016","5/14/2017","R553BER9","108PP641","approved","590","333"
"HSN Direct International","BER","Retail Ad 9D","3/26/2014","6/18/2015","R555PP140","633BER68","accepted","469","1327"
"Ingram Micro","BER","Retail Ad 9D","11/9/2010","10/9/2011","R556BER197","218BER464","approved","371","425"
"Bluestem Brands","PP","Retail Ad 9D","4/17/2015","7/13/2016","R556PP572","683BER358","approved","922","465"
"Best Buy.com","COOP","Retail Ad","7/21/2010","8/15/2011","R557COOP643","","approved","0","0"
"Walmart.com","BER","Description","3/23/2015","6/16/2016","R557COOP667","946COOP140","accepted","548","374"
"AAFES","BER","Description","4/25/2011","7/17/2012","R558PP378","826COOP412","accepted","800","1718"
"Best Buy","PP","Retail","1/17/2015","5/13/2016","R559BER885","942PP966","approved","517","227"
"Best Buy","BER","Description","12/1/2013","11/5/2014","R559PP381","445BER569","approved","882","791"
"Target.com","PP","Retail","8/31/2012","9/20/2013","R55BER875","46COOP663","archived","648","193"
"Ingram Micro","COOP","9D @ $68","6/27/2011","8/18/2012","R55COOP288","834BER369","POP","941","139"
"Walmart.com","PP","Retail","5/3/2013","7/6/2014","R55PP293","38COOP384","running","497","525"
"Bluestem Brands","COOP","9D @ $68","9/26/2013","9/18/2014","R560COOP498","274COOP270","archived","350","112"
"NEXCOM","BER","Retail","8/10/2013","9/10/2014","R560COOP69","162COOP161","running","393","1472"
"Synnex Canada","COOP","Retail Ad 9D","2/8/2010","6/9/2011","R561COOP76","17COOP857","accepted","676","1138"
"Synnex Canada","PP","Description","11/14/2015","10/12/2016","R561PP627","145PP792","POP","585","1946"
"Sears Holdings","COOP","Description","12/23/2012","11/16/2013","R561PP853","988COOP113","approved","891","189"
"HSN Direct International","BER","Retail Ad 9D","4/3/2011","7/6/2012","R563COOP802","977BER547","approved","303","279"
"PriceSmart","BER","Retail Ad 9D","8/24/2016","9/17/2017","R564PP693","866COOP138","accepted","684","1898"
"Frys Electronics","COOP","Retail Ad","9/5/2010","9/7/2011","R567BER999","937BER587","approved","317","1918"
"Ingram Micro","BER","Retail Ad","4/15/2010","7/12/2011","R567COOP400","275PP523","accepted","449","133"
"AAFES","COOP","Retail","12/21/2011","11/15/2012","R568BER221","257COOP800","accepted","751","1142"
"Ingram Micro","PP","Retail Ad 9D","2/25/2014","6/17/2015","R56BER968","342PP923","POP","862","1932"
"Best Buy","PP","Retail Ad 9D","4/19/2010","7/14/2011","R570COOP40","358PP237","accepted","467","171"
"PriceSmart","BER","Retail Ad 9D","1/10/2011","5/10/2012","R570PP101","360COOP666","approved","563","1488"
"Amazon Canada","BER","Retail Ad","6/6/2015","8/8/2016","R572BER488","434BER945","approved","361","693"
"Ingram Micro","BER","Retail Ad","11/6/2016","10/8/2017","R572COOP484","892PP713","POP","819","900"
"Walmart.com","COOP","Retail Ad","5/17/2016","7/13/2017","R574BER760","608PP539","archived","727","1210"
"AAFES","BER","Retail Ad","6/3/2011","8/6/2012","R574BER800","614BER148","accepted","684","568"
"Best Buy.com","PP","Description","11/4/2013","10/7/2014","R574COOP680","841COOP767","accepted","396","1000"
"BJs Wholesale Club","BER","Description","7/12/2010","8/11/2011","R575PP702","16BER424","approved","427","543"
"Tiger Direct","PP","Retail Ad","4/1/2013","7/5/2014","R576BER59","396COOP316","archived","487","248"
"NEXCOM","BER","9D @ $68","7/11/2012","8/10/2013","R576BER865","8BER949","POP","646","297"
"Amazon Canada","COOP","Retail","3/18/2010","6/14/2011","R576COOP840","74BER133","accepted","586","358"
"Amazon Canada","COOP","9D @ $68","3/8/2015","6/9/2016","R576PP842","355BER771","approved","642","397"
"Best Buy","PP","Retail Ad","5/15/2016","7/12/2017","R577COOP848","148PP917","approved","647","1474"
"Tiger Direct","COOP","9D @ $68","9/17/2013","9/13/2014","R578PP384","20COOP446","accepted","307","753"
"Target.com","COOP","Retail Ad","5/5/2016","7/7/2017","R580PP852","575PP162","accepted","517","608"
"Sears Holdings/Kmart","COOP","Retail","8/26/2011","9/18/2012","R582COOP858","303COOP414","accepted","501","1077"
"Best Buy","PP","9D @ $68","10/12/2013","10/11/2014","R582PP323","821BER235","archived","355","1966"
"PriceSmart","BER","Retail","12/28/2010","11/19/2011","R583PP203","9PP761","POP","423","168"
"Sears Holdings/Kmart","BER","Retail Ad","1/10/2014","5/10/2015","R583PP236","851COOP839","accepted","826","1746"
"Best Buy.com","BER","Retail","1/19/2012","5/14/2013","R583PP73","733COOP17","running","656","560"
"Sears Holdings/Kmart","BER","test delete item button","3/5/2014","6/7/2015","R584BER103","","rejected","0","0"
"Tiger Direct","BER","Retail Ad 9D","10/9/2011","10/9/2012","R584COOP250","928BER217","running","287","1490"
"Kohls","BER","Retail","2/24/2014","6/17/2015","R584COOP720","540BER976","archived","723","1657"
"Synnex Canada","COOP","Retail Ad","9/29/2016","9/19/2017","R587BER369","954COOP231","accepted","925","669"
"Sears Holdings/Kmart","PP","Retail Ad","7/29/2013","8/19/2014","R587COOP725","414BER772","POP","493","1676"
"Tiger Direct","BER","Retail Ad","2/13/2014","6/11/2015","R588COOP775","720COOP626","accepted","316","1253"
"Frys Electronics","COOP","Retail Ad 9D","8/21/2015","9/15/2016","R588PP137","136COOP758","approved","837","1872"
"BJs Wholesale Club","COOP","9D @ $68","11/29/2016","10/19/2017","R58COOP449","976PP829","POP","846","1397"
"Amazon Canada","COOP","Retail","5/9/2015","7/9/2016","R58PP418","407BER877","approved","699","154"
"Amazon Canada","COOP","Retail","9/13/2010","9/11/2011","R591COOP189","459PP692","accepted","314","329"
"Amazon","BER","Retail Ad 9D","6/31/2010","8/20/2011","R593PP142","66COOP250","accepted","685","261"
"Amazon Canada","PP","Retail Ad 9D","10/10/2011","10/10/2012","R594BER855","541PP188","POP","565","1577"
"Sears Holdings/Kmart","PP","9D @ $68","5/21/2011","7/15/2012","R595PP161","961PP642","running","747","1388"
"Amazon","BER","Retail","3/20/2014","6/15/2015","R596PP454","587PP690","approved","879","1768"
"Amazon Canada","COOP","Retail Ad","9/12/2014","9/11/2015","R596PP692","47PP727","accepted","814","1809"
"Best Buy","COOP","Description","7/9/2013","8/9/2014","R597BER321","404COOP818","POP","252","1302"
"Synnex Canada","PP","9D @ $68","8/2/2011","9/6/2012","R59BER706","448COOP864","accepted","643","1435"
"Synnex Canada","COOP","Description","5/27/2015","7/18/2016","R59COOP602","25PP5","accepted","390","1640"
"Walmart.com","COOP","Retail Ad 9D","8/15/2011","9/12/2012","R59PP291","66PP999","accepted","299","1129"
"AAFES","PP","Description","1/11/2013","5/10/2014","R600BER646","544BER842","running","749","785"
"Best Buy","COOP","Description","2/1/2013","6/5/2014","R600COOP996","811COOP714","archived","980","891"
"Best Buy.com","BER","9D @ $68","9/5/2012","9/7/2013","R600PP543","847BER22","running","621","1428"
"Bluestem Brands","PP","Retail Ad","8/1/2016","9/5/2017","R602PP349","686COOP724","approved","341","1996"
"Walmart.com","BER","Retail Ad","11/14/2012","10/12/2013","R603BER259","213PP493","approved","372","1162"
"QVC","COOP","9D @ $68","2/13/2011","6/11/2012","R603PP568","501COOP631","archived","200","1297"
"Sears Holdings/Kmart","COOP","Retail Ad","5/7/2012","7/8/2013","R605PP173","304COOP772","running","340","1028"
"HSN Direct International","PP","Description","12/3/2016","11/6/2017","R605PP547","397PP370","archived","518","263"
"Amazon","PP","9D @ $68","9/30/2013","9/20/2014","R606BER275","528COOP849","accepted","471","1381"
"Sears Holdings/Kmart","COOP","Retail Ad","5/4/2015","7/7/2016","R606PP554","723PP255","accepted","771","795"
"PriceSmart","BER","Description","9/17/2016","9/13/2017","R607BER751","660COOP882","approved","275","504"
"Amazon Canada","BER","Retail","8/21/2016","9/15/2017","R607BER941","264BER630","accepted","707","1901"
"AAFES","COOP","9D @ $68","1/1/2015","5/5/2016","R607COOP386","637BER215","archived","444","1453"
"Bluestem Brands","PP","Description","5/25/2012","7/17/2013","R607PP596","828BER706","POP","870","166"
"Kohls","BER","Retail Ad","2/19/2010","6/14/2011","R608COOP165","39BER989","running","391","1780"
"PriceSmart","BER","9D @ $68","11/12/2010","10/11/2011","R609BER678","624BER632","approved","888","1930"
"Ingram Micro","PP","Retail Ad","1/6/2013","5/8/2014","R60BER12","308COOP631","accepted","568","521"
"AAFES","BER","Retail","3/24/2016","6/17/2017","R60COOP316","780COOP361","archived","650","877"
"Sears Holdings","PP","Description","10/8/2013","10/9/2014","R610PP964","908PP389","accepted","931","628"
"Frys Electronics","COOP","Retail","2/3/2011","6/6/2012","R611BER902","468BER462","approved","379","1439"
"Tiger Direct","BER","Retail Ad","4/4/2016","7/7/2017","R612COOP245","903PP243","POP","771","269"
"Ingram Micro","COOP","Retail Ad 9D","4/15/2013","7/12/2014","R612COOP904","203PP825","archived","819","395"
"QVC","PP","Description","2/16/2012","6/13/2013","R613BER34","524PP884","running","510","1694"
"PriceSmart","COOP","Retail","2/16/2013","6/13/2014","R613BER66","754COOP317","archived","615","1870"
"Tiger Direct","BER","Retail Ad","8/11/2010","9/10/2011","R613PP162","715BER421","accepted","512","246"
"Tiger Direct","PP","9D @ $68","8/9/2013","9/9/2014","R613PP501","689PP851","running","679","1329"
"Ingram Micro","BER","Retail Ad","3/21/2016","6/15/2017","R613PP868","209COOP274","archived","944","193"
"Tiger Direct","BER","Retail Ad","9/27/2010","9/18/2011","R614BER124","788BER509","accepted","739","198"
"AAFES","PP","Retail","1/13/2016","5/11/2017","R614PP511","657PP132","POP","879","1858"
"Sears Holdings/Kmart","BER","Description","4/2/2016","7/6/2017","R616PP550","551COOP954","approved","278","800"
"Sears Holdings/Kmart","COOP","Retail Ad","1/9/2010","5/9/2011","R619COOP776","90PP924","approved","338","1721"
"Synnex Canada","BER","Description","8/22/2016","9/16/2017","R61BER827","127PP155","accepted","768","1966"
"Tiger Direct","COOP","9D @ $68","2/12/2010","6/11/2011","R61BER907","14BER201","accepted","704","1952"
"Target.com","PP","9D @ $68","9/3/2015","9/6/2016","R61PP917","439BER783","running","309","362"
"BJs Wholesale Club","COOP","Retail","1/26/2016","5/18/2017","R620COOP590","742COOP1000","running","643","400"
"Walmart.com","PP","9D @ $68","6/17/2010","8/13/2011","R620PP14","743COOP164","POP","211","1983"
"Amazon Canada","PP","Retail Ad 9D","2/3/2011","6/6/2012","R621PP217","334COOP775","approved","443","123"
"Best Buy.com","BER","Retail Ad","10/30/2016","10/20/2017","R622PP180","211PP781","approved","477","1265"
"QVC","PP","Retail","6/11/2012","8/10/2013","R623PP277","808COOP138","archived","698","1968"
"BJs Wholesale Club","COOP","Description","1/6/2012","5/8/2013","R623PP452","622PP481","running","766","255"
"Ingram Micro","COOP","9D @ $68","10/13/2013","10/11/2014","R623PP718","23PP270","archived","434","1967"
"Sears Holdings/Kmart","PP","9D @ $68","6/2/2011","8/6/2012","R626COOP758","664BER607","archived","582","1215"
"PriceSmart","PP","Retail","10/2/2015","10/6/2016","R627PP581","285BER808","accepted","572","1307"
"Target.com","COOP","Retail Ad","9/25/2012","9/17/2013","R627PP939","738BER170","running","654","1021"
"HSN Direct International","COOP","Retail Ad","9/15/2016","9/12/2017","R628BER486","958PP266","accepted","956","438"
"Sears Holdings/Kmart","PP","Retail Ad 9D","4/12/2013","7/11/2014","R628COOP410","854COOP765","accepted","283","1427"
"Bluestem Brands","PP","Retail Ad","1/31/2014","5/20/2015","R629BER176","480PP130","accepted","457","1604"
"Sears Holdings/Kmart","BER","Description","12/9/2013","11/9/2014","R630BER294","622PP556","approved","204","1047"
"Walmart.com","PP","Description","7/6/2015","8/8/2016","R631PP639","289COOP988","running","412","1737"
"Bluestem Brands","COOP","Retail","3/23/2012","6/16/2013","R633PP33","227PP957","approved","478","1860"
"Ingram Micro","BER","9D @ $68","4/8/2014","7/9/2015","R633PP819","207BER571","approved","791","617"
"NEXCOM","COOP","Retail Ad 9D","4/19/2016","7/14/2017","R634COOP307","557COOP846","approved","993","349"
"Synnex Canada","COOP","Retail Ad 9D","2/20/2010","6/15/2011","R634PP509","346COOP915","POP","484","470"
"Synnex Canada","COOP","Description","10/1/2016","10/5/2017","R636COOP24","849BER125","approved","335","1462"
"Bluestem Brands","PP","Retail Ad","5/17/2016","7/13/2017","R636COOP734","948BER889","accepted","271","180"
"Best Buy.com","COOP","Retail Ad 9D","1/15/2012","5/12/2013","R638COOP119","474COOP425","archived","905","1480"
"QVC","COOP","Retail","12/16/2013","11/13/2014","R638COOP414","191COOP115","running","752","1193"
"Synnex Canada","PP","Retail Ad 9D","5/4/2011","7/7/2012","R639PP353","51BER489","accepted","405","761"
"Amazon","PP","Retail","7/2/2011","8/6/2012","R639PP648","864BER381","approved","848","1817"
"Amazon Canada","COOP","Retail","2/13/2014","6/11/2015","R63BER994","306PP258","POP","638","613"
"Amazon Canada","PP","Retail Ad","11/28/2015","10/19/2016","R641COOP131","407PP741","approved","988","716"
"Tiger Direct","BER","Retail Ad 9D","1/16/2011","5/13/2012","R641COOP986","827COOP469","running","641","1463"
"Best Buy.com","PP","Retail","12/12/2015","11/11/2016","R643BER364","670COOP460","accepted","701","987"
"Amazon Canada","COOP","Retail Ad 9D","8/26/2011","9/18/2012","R644COOP865","415COOP923","accepted","495","415"
"PriceSmart","COOP","Retail Ad 9D","1/11/2016","5/10/2017","R644PP937","366PP740","accepted","979","244"
"PriceSmart","COOP","Retail Ad","6/14/2016","8/12/2017","R645COOP175","450COOP561","approved","483","855"
"PriceSmart","PP","9D @ $68","3/4/2010","6/7/2011","R64BER123","582PP618","approved","853","243"
"Amazon","BER","9D @ $68","9/15/2013","9/12/2014","R64COOP692","6BER358","accepted","592","1697"
"BJs Wholesale Club","COOP","Retail","12/25/2016","11/17/2017","R64PP237","19PP476","archived","377","1577"
"Amazon Canada","COOP","Description","11/3/2012","10/6/2013","R650BER648","75BER253","POP","719","1018"
"Frys Electronics","PP","Description","6/17/2016","8/13/2017","R650BER872","599BER856","accepted","928","1052"
"Tiger Direct","PP","Retail Ad","8/22/2015","9/16/2016","R651BER363","441COOP574","approved","221","1376"
"Ingram Micro","BER","Description","6/18/2012","8/14/2013","R652BER442","240COOP164","approved","989","1077"
"Synnex Canada","COOP","Description","1/20/2011","5/15/2012","R653BER423","830BER151","accepted","524","283"
"Synnex Canada","PP","Retail","10/7/2015","10/8/2016","R653PP779","37BER746","accepted","594","1394"
"QVC","BER","Retail Ad","3/11/2015","6/10/2016","R654PP872","461COOP144","approved","791","1821"
"AAFES","PP","Retail Ad 9D","3/21/2011","6/15/2012","R658BER551","195PP753","approved","448","788"
"QVC","COOP","Retail Ad 9D","7/7/2010","8/8/2011","R658BER873","878PP27","approved","358","1240"
"NEXCOM","BER","Retail Ad 9D","10/29/2012","10/19/2013","R658PP761","111PP994","accepted","924","1261"
"AAFES","PP","Retail Ad","9/26/2016","9/18/2017","R65PP963","920COOP706","running","394","667"
"Walmart.com","COOP","Retail Ad 9D","2/20/2015","6/15/2016","R660COOP810","571BER19","approved","729","1160"
"Sears Holdings/Kmart","PP","Retail Ad 9D","6/16/2016","8/13/2017","R661BER963","174COOP615","approved","950","358"
"Amazon Canada","BER","Retail Ad 9D","1/31/2015","5/20/2016","R662BER668","7PP33","running","363","1632"
"Frys Electronics","BER","9D @ $68","8/16/2012","9/13/2013","R662BER995","540PP601","approved","565","1380"
"NEXCOM","BER","Description","11/16/2010","10/13/2011","R662PP715","522BER539","approved","633","1280"
"Kohls","COOP","Description","2/18/2014","6/14/2015","R663BER700","918COOP528","accepted","409","1042"
"QVC","BER","Description","5/18/2015","7/14/2016","R664PP329","489BER319","accepted","763","220"
"Bluestem Brands","COOP","Retail","8/4/2014","9/7/2015","R665COOP177","76PP71","approved","394","338"
"Amazon Canada","PP","Retail","10/5/2010","10/7/2011","R666PP247","706COOP198","running","498","339"
"Best Buy","BER","9D @ $68","3/11/2014","6/10/2015","R667COOP802","462PP64","approved","290","707"
"QVC","PP","Retail Ad","11/27/2011","10/18/2012","R671COOP289","990BER322","approved","930","1509"
"Bluestem Brands","BER","Retail Ad","5/14/2013","7/12/2014","R674BER288","485BER797","accepted","873","919"
"BJs Wholesale Club","PP","Retail","10/22/2013","10/16/2014","R676COOP788","102BER168","running","698","1172"
"Ingram Micro","BER","Description","9/27/2012","9/18/2013","R678PP662","598COOP784","archived","211","1903"
"Walmart.com","PP","Retail","7/5/2015","8/7/2016","R679BER298","470PP134","POP","756","693"
"Sears Holdings/Kmart","PP","Retail","3/11/2016","6/10/2017","R67PP701","691COOP615","archived","375","1831"
"AAFES","PP","Retail Ad 9D","3/25/2016","6/17/2017","R680COOP264","773COOP517","POP","419","365"
"Sears Holdings/Kmart","COOP","Retail","8/7/2012","9/8/2013","R680COOP712","261COOP67","POP","796","1244"
"Amazon","COOP","Retail Ad 9D","11/23/2014","10/16/2015","R680PP578","414COOP690","POP","560","1993"
"NEXCOM","PP","Retail Ad 9D","8/18/2011","9/14/2012","R681PP88","789COOP907","approved","558","286"
"Sears Holdings","BER","Retail","6/29/2010","8/19/2011","R683BER122","787PP303","approved","795","231"
"Amazon","BER","Description","3/9/2011","6/9/2012","R683COOP378","380BER301","accepted","711","680"
"Best Buy","PP","Description","7/11/2014","8/10/2015","R684BER232","899COOP218","approved","816","891"
"Bluestem Brands","BER","Retail Ad 9D","9/22/2013","9/16/2014","R684COOP344","745BER614","approved","848","309"
"Amazon Canada","PP","9D @ $68","1/18/2012","5/14/2013","R684COOP778","897PP859","POP","251","736"
"QVC","PP","Description","1/15/2014","5/12/2015","R687COOP966","675PP204","running","798","1203"
"Frys Electronics","PP","Retail","10/1/2010","10/5/2011","R687PP69","765BER233","POP","676","431"
"HSN Direct International","PP","Description","1/7/2016","5/8/2017","R688PP875","430PP448","approved","513","133"
"Kohls","COOP","Description","5/15/2012","7/12/2013","R689BER999","107BER353","approved","732","1250"
"HSN Direct International","COOP","Description","3/5/2014","6/7/2015","R690PP305","268COOP785","POP","303","1125"
"Target.com","COOP","9D @ $68","5/20/2014","7/15/2015","R691BER590","939BER911","archived","219","847"
"Tiger Direct","PP","Retail Ad 9D","3/28/2015","6/19/2016","R691COOP647","492PP593","approved","555","1798"
"NEXCOM","PP","Retail Ad 9D","9/18/2015","9/14/2016","R691COOP957","540PP249","running","729","1890"
"Sears Holdings/Kmart","COOP","Retail","12/29/2015","11/19/2016","R691PP552","708PP646","approved","267","350"
"NEXCOM","BER","Description","11/14/2012","10/12/2013","R694COOP885","33COOP640","approved","795","471"
"Walmart.com","COOP","Retail Ad","4/27/2011","7/18/2012","R695BER226","676PP657","archived","819","1589"
"Frys Electronics","BER","9D @ $68","1/2/2011","5/6/2012","R695PP408","773COOP170","approved","417","747"
"Sears Holdings","COOP","Retail","10/7/2011","10/8/2012","R695PP973","648BER868","approved","379","1729"
"Sears Holdings/Kmart","BER","9D @ $68","4/14/2014","7/12/2015","R696PP972","170COOP864","accepted","937","1831"
